,Price,Area,Ward,District
1602,4000000,70,Hòa Minh,Liên Chiểu
1603,1800000,30,Hòa An,Cẩm Lệ
1604,1700000,18,Phước Mỹ,Sơn Trà
1605,1800000,30,Hòa Khánh Bắc,Liên Chiểu
1606,1400000,15,Nam Dương,Hải Châu
1607,3300000,30,An Hải Bắc,Sơn Trà
1608,1500000,20,Hòa Khánh Nam,Liên Chiểu
1609,2500000,30,Hòa Khê,Thanh Khê
1610,1800000,30,Mỹ An,Ngũ Hành Sơn
1611,1800000,41,Thọ Quang,Sơn Trà
1612,3300000,25,Hải Châu I,Hải Châu
1613,2500000,20,Hòa Minh,Liên Chiểu
1614,2500000,20,Hòa Minh,Liên Chiểu
1615,3500000,150,Hòa Hiệp Nam,Liên Chiểu
1616,1500000,20,Unknown W,Ngũ Hành Sơn
1617,1500000,20,Khuê Trung,Cẩm Lệ
1618,2000000,32,An Khê,Thanh Khê
1619,2000000,35,Mân Thái,Sơn Trà
1620,5000000,40,An Hải Bắc,Sơn Trà
1621,2800000,45,Hòa Khánh Nam,Liên Chiểu
1622,4000000,38,Mỹ An,Ngũ Hành Sơn
1623,3000000,25,Hòa Thọ Đông,Cẩm Lệ
1624,2000000,20,Hòa Khê,Thanh Khê
1625,3000000,30,Hòa Cường Nam,Hải Châu
1626,4000000,30,Mỹ An,Ngũ Hành Sơn
1627,1500000,18,Hòa Khánh Bắc,Liên Chiểu
1628,1700000,28,Hòa Minh,Liên Chiểu
1629,2500000,30,An Hải Bắc,Sơn Trà
1630,1300000,15,Hòa Cường Bắc,Hải Châu
1631,3000000,100,Vĩnh Trung,Thanh Khê
1632,2800000,20,Khuê Trung,Cẩm Lệ
1633,2500000,25,Khuê Trung,Cẩm Lệ
1634,3200000,25,Hòa Cường Nam,Hải Châu
1635,3100000,25,Hòa Minh,Liên Chiểu
1636,3000000,20,Hòa Xuân,Cẩm Lệ
1637,1400000,24,Nại Hiên Đông,Sơn Trà
1638,3000000,35,Mỹ An,Ngũ Hành Sơn
1639,2000000,35,Mân Thái,Sơn Trà
1640,3200000,28,Bình Hiên,Hải Châu
1641,3000000,25,Khuê Mỹ,Ngũ Hành Sơn
1642,2000000,30,Mân Thái,Sơn Trà
1643,1500000,15,Hòa Khê,Thanh Khê
1644,5000000,85,Hòa Khê,Thanh Khê
1645,2500000,30,Mỹ An,Ngũ Hành Sơn
1646,2600000,20,Thạch Thang,Hải Châu
1647,700000,18,Hòa Thọ Tây,Cẩm Lệ
1648,2500000,30,Thanh Khê Đông,Thanh Khê
1649,2400000,22,Mỹ An,Ngũ Hành Sơn
1650,1800000,22,Hòa Khánh Bắc,Liên Chiểu
1651,1500000,17,Mỹ An,Ngũ Hành Sơn
1652,1200000,16,An Khê,Thanh Khê
1653,1800000,15,Hòa Thuận Tây,Hải Châu
1654,4200000,40,Phước Mỹ,Sơn Trà
1655,30000000,490,Hòa Xuân,Cẩm Lệ
1656,750000,18,Hòa Thọ Tây,Cẩm Lệ
1657,1000000,20,Hòa Thọ Tây,Cẩm Lệ
1658,1500000,25,Mỹ An,Ngũ Hành Sơn
1659,1800000,25,Hòa Minh,Liên Chiểu
1660,1500000,22,Hòa Khánh Nam,Liên Chiểu
1661,2700000,25,Thạc Gián,Thanh Khê
1662,1200000,30,Hòa Khánh Bắc,Liên Chiểu
1663,2000000,20,Unknown W,Ngũ Hành Sơn
1664,2800000,20,Khuê Trung,Cẩm Lệ
1665,5200000,35,Mỹ An,Ngũ Hành Sơn
1666,2200000,24,Hòa Thọ Đông,Cẩm Lệ
1667,2000000,26,Hòa An,Cẩm Lệ
1668,3500000,35,Hòa Minh,Liên Chiểu
1669,1600000,20,An Khê,Thanh Khê
1670,2000000,27,Tân Chính,Thanh Khê
1671,2200000,30,Thọ Quang,Sơn Trà
1672,1500000,25,Tam Thuận,Thanh Khê
1673,1200000,15,Hòa Khánh Bắc,Liên Chiểu
1674,2000000,20,Hòa Khánh Bắc,Liên Chiểu
1675,1900000,42,Thọ Quang,Sơn Trà
1676,800000,16,Hòa Thọ Tây,Cẩm Lệ
1677,3000000,15,Hòa Cường Nam,Hải Châu
1678,2000000,20,Mỹ An,Ngũ Hành Sơn
1679,2600000,35,Hòa Cường Nam,Hải Châu
1680,2000000,20,Hòa Khánh Nam,Liên Chiểu
1681,2500000,40,An Khê,Thanh Khê
1682,3500000,30,Hòa Minh,Liên Chiểu
1683,2500000,22,Thuận Phước,Hải Châu
1684,1200000,20,Hòa An,Cẩm Lệ
1685,2000000,30,Chính Gián,Thanh Khê
1686,2200000,22,Hòa Minh,Liên Chiểu
1687,800000,20,Hòa Thọ Tây,Cẩm Lệ
1688,3500000,30,Hòa Minh,Liên Chiểu
1689,7000000,50,An Hải Bắc,Sơn Trà
1690,5490000,45,An Hải Bắc,Sơn Trà
1691,2500000,35,Hòa Khê,Thanh Khê
1692,2610000,16,An Hải Đông,Sơn Trà
1693,4000000,45,An Hải Tây,Sơn Trà
1694,1500000,20,Hòa An,Cẩm Lệ
1695,1500000,20,Hòa An,Cẩm Lệ
1696,6000000,60,Mỹ An,Ngũ Hành Sơn
1697,1400000,14,Thanh Khê Tây,Thanh Khê
1698,1500000,20,An Khê,Thanh Khê
1699,1200000,16,Hòa Minh,Liên Chiểu
1700,1600000,20,An Hải Bắc,Sơn Trà
1701,1400000,20,Hòa Minh,Liên Chiểu
1702,1500000,35,Unknown W,Ngũ Hành Sơn
1703,2000000,20,Thanh Khê Đông,Thanh Khê
1704,40000000,35,Unknown W,Ngũ Hành Sơn
1705,2000000,20,Chính Gián,Thanh Khê
1706,1800000,20,Unknown W,Ngũ Hành Sơn
1707,3510000,30,Hòa Thuận Tây,Hải Châu
1708,2800000,25,Phước Mỹ,Sơn Trà
1709,1000000,15,Chính Gián,Thanh Khê
1710,2500000,16,Thạch Thang,Hải Châu
1711,18000000,100,Hòa Hiệp Bắc,Liên Chiểu
1712,2700000,25,Khuê Mỹ,Ngũ Hành Sơn
1713,3000000,25,Unknown W,Ngũ Hành Sơn
1714,1000000,15,Hòa An,Cẩm Lệ
1715,6000000,55,An Hải Bắc,Sơn Trà
1716,3480000,60,Hòa Cường Nam,Hải Châu
1717,2700000,25,Hòa Xuân,Cẩm Lệ
1718,3000000,25,Hòa Xuân,Cẩm Lệ
1719,2000000,12,Thanh Bình,Hải Châu
1720,2700000,30,Hòa Xuân,Cẩm Lệ
1721,1500000,15,Unknown W,Ngũ Hành Sơn
1722,3000000,1,Thạc Gián,Thanh Khê
1723,1690000,19,Phước Mỹ,Sơn Trà
1724,2800000,20,Thạch Thang,Hải Châu
1725,2000000,25,Tân Chính,Thanh Khê
1726,1900000,25,Khuê Mỹ,Ngũ Hành Sơn
1727,2500000,25,Hòa Minh,Liên Chiểu
1728,1800000,20,Khuê Trung,Cẩm Lệ
1729,4200000,40,Mỹ An,Ngũ Hành Sơn
1730,2500000,18,Thanh Bình,Hải Châu
1731,1500000,25,Unknown W,Ngũ Hành Sơn
1732,2200000,25,Thạc Gián,Thanh Khê
1733,2010000,17,Hòa An,Cẩm Lệ
1734,1490000,21,Hòa Thuận Tây,Hải Châu
1735,90000,30,Mỹ An,Ngũ Hành Sơn
1736,1410000,19,Hòa Khánh Bắc,Liên Chiểu
1737,3000000,30,Hải Châu II,Hải Châu
1738,1990000,24,Vĩnh Trung,Thanh Khê
1739,90090000,215,Hải Châu I,Hải Châu
1740,2200000,22,Thanh Khê Tây,Thanh Khê
1741,2800000,20,Thạc Gián,Thanh Khê
1742,3010000,35,Hòa Xuân,Cẩm Lệ
1743,6520000,40,Khuê Trung,Cẩm Lệ
1744,2900000,25,An Hải Bắc,Sơn Trà
1745,2900000,20,Hòa Thuận Tây,Hải Châu
1746,2000000,15,Hòa An,Cẩm Lệ
1747,1800000,15,Hòa An,Cẩm Lệ
1748,3000000,30,Khuê Mỹ,Ngũ Hành Sơn
1749,3400000,25,Thuận Phước,Hải Châu
1750,1500000,16,Hòa An,Cẩm Lệ
1751,1310000,15,Hòa Minh,Liên Chiểu
1752,3200000,25,Phước Mỹ,Sơn Trà
1753,1500000,16,Unknown W,Ngũ Hành Sơn
1754,2100000,30,Hòa Khê,Thanh Khê
1755,1200000,12,Unknown W,Ngũ Hành Sơn
1756,1300000,22,Khuê Trung,Cẩm Lệ
1757,1000000,15,Hòa An,Cẩm Lệ
1758,1500000,25,Hòa Thọ Đông,Cẩm Lệ
1759,2000000,20,Thuận Phước,Hải Châu
1760,3510000,30,Thạc Gián,Thanh Khê
1761,800000,20,Hòa Khánh Bắc,Liên Chiểu
1762,2700000,30,Hải Châu II,Hải Châu
1763,2000000,25,Tân Chính,Thanh Khê
1764,1490000,18,Mỹ An,Ngũ Hành Sơn
1765,2980000,42,Mỹ An,Ngũ Hành Sơn
1766,1000000,20,Hòa Khánh Bắc,Liên Chiểu
1767,2000000,25,Thanh Bình,Hải Châu
1768,2700000,25,Khuê Trung,Cẩm Lệ
1769,1500000,30,Khuê Trung,Cẩm Lệ
1770,900000,18,Hòa Khánh Bắc,Liên Chiểu
1771,800000,40,Hòa Phát,Cẩm Lệ
1772,3700000,25,Hòa Khánh Nam,Liên Chiểu
1773,2000000,25,Mỹ An,Ngũ Hành Sơn
1774,3500000,25,Thạc Gián,Thanh Khê
1775,2210000,23,An Hải Tây,Sơn Trà
1776,1800000,20,Phước Mỹ,Sơn Trà
1777,609000,21,Hòa Khánh Bắc,Liên Chiểu
1778,1700000,15,Hòa Cường Nam,Hải Châu
1779,1500000,25,Hòa Thọ Đông,Cẩm Lệ
1780,2990000,23,Chính Gián,Thanh Khê
1781,2000000,20,Hòa Khánh Nam,Liên Chiểu
1782,2500000,25,Hòa Minh,Liên Chiểu
1783,2990000,23,Hòa Cường Bắc,Hải Châu
1784,2200000,25,Thanh Khê Đông,Thanh Khê
1785,1710000,30,Hòa Xuân,Cẩm Lệ
1786,3200000,18,Hòa Cường Bắc,Hải Châu
1787,2000000,18,Thuận Phước,Hải Châu
1788,1800000,20,Hòa Xuân,Cẩm Lệ
1789,2210000,28,Hòa Xuân,Cẩm Lệ
1790,705000,15,Hòa Khánh Bắc,Liên Chiểu
1791,1200000,15,Hòa Xuân,Cẩm Lệ
1792,1800000,18,Mỹ An,Ngũ Hành Sơn
1793,2500000,17,Hòa Cường Bắc,Hải Châu
1794,1690000,18,An Hải Bắc,Sơn Trà
1795,1700000,12,Hòa Thuận Tây,Hải Châu
1796,992000,32,Hòa Khánh Bắc,Liên Chiểu
1797,2400000,15,Hòa Cường Bắc,Hải Châu
1798,3000000,30,Thanh Bình,Hải Châu
1799,1300000,22,Hòa Thuận Tây,Hải Châu
1800,2510000,22,Mỹ An,Ngũ Hành Sơn
1801,1600000,12,Mỹ An,Ngũ Hành Sơn
1802,1000000,17,Hòa Khánh Nam,Liên Chiểu
1803,1610000,15,Hòa Minh,Liên Chiểu
1804,2000000,12,Unknown W,Hải Châu
1805,2490000,28,An Hải Bắc,Sơn Trà
1806,1500000,20,Chính Gián,Thanh Khê
1807,2400000,25,Hòa Minh,Liên Chiểu
1808,1710000,30,Hòa Minh,Liên Chiểu
1809,800000,20,Hòa Khánh Bắc,Liên Chiểu
1810,1500000,25,Hòa Khánh Bắc,Liên Chiểu
1811,2700000,25,Khuê Trung,Cẩm Lệ
1812,3000000,30,Hòa Cường Nam,Hải Châu
1813,2000000,20,Bình Hiên,Hải Châu
1814,992000,16,Hòa Minh,Liên Chiểu
1815,2500000,25,Khuê Trung,Cẩm Lệ
1816,1600000,14,Xuân Hà,Thanh Khê
1817,2000000,25,Tân Chính,Thanh Khê
1818,1500000,15,Nam Dương,Hải Châu
1819,3000000,25,Hòa Xuân,Cẩm Lệ
1820,1990000,24,Mân Thái,Sơn Trà
1821,2500000,25,Khuê Trung,Cẩm Lệ
1822,2490000,30,Mân Thái,Sơn Trà
1823,3200000,25,Hòa Cường Nam,Hải Châu
1824,1800000,17,Hòa Khánh Bắc,Liên Chiểu
1825,2000000,20,Hòa Khánh Bắc,Liên Chiểu
1826,1800000,30,Hòa Thọ Đông,Cẩm Lệ
1827,1300000,35,Hòa Thọ Đông,Cẩm Lệ
1828,2490000,30,Khuê Trung,Cẩm Lệ
1829,2790000,30,Mỹ An,Ngũ Hành Sơn
1830,4280000,40,Mỹ An,Ngũ Hành Sơn
1831,6180000,65,Phước Mỹ,Sơn Trà
1832,4000000,40,Hòa Xuân,Cẩm Lệ
1833,3000000,20,Phước Mỹ,Sơn Trà
1834,1800000,18,Hòa Thuận Đông,Hải Châu
1835,1100000,3,Hòa Cường Bắc,Hải Châu
1836,3500000,25,Mỹ An,Ngũ Hành Sơn
1837,1300000,20,Hòa Khánh Nam,Liên Chiểu
1838,1300000,25,Hòa Xuân,Cẩm Lệ
1839,42000000,30,Hòa Khánh Nam,Liên Chiểu
1840,1800000,18,Hòa Thuận Tây,Hải Châu
1841,2700000,30,Hải Châu I,Hải Châu
1842,1210000,18,Hòa Minh,Liên Chiểu
1843,2200000,25,An Khê,Thanh Khê
1844,2010000,30,Hòa Cường Bắc,Hải Châu
1845,1500000,14,Thanh Khê Tây,Thanh Khê
1846,3100000,24,Hòa Cường Nam,Hải Châu
1847,6480000,45,An Hải Bắc,Sơn Trà
1848,2490000,30,Thọ Quang,Sơn Trà
1849,4800000,35,Hòa Cường Nam,Hải Châu
1850,2500000,20,Unknown W,Ngũ Hành Sơn
1851,3010000,35,Hòa Cường Nam,Hải Châu
1852,1800000,20,Thọ Quang,Sơn Trà
1853,3000000,25,Khuê Mỹ,Ngũ Hành Sơn
1854,1200000,12,An Hải Bắc,Sơn Trà
1855,2100000,30,Hòa Xuân,Cẩm Lệ
1856,1700000,25,Hòa Thuận Tây,Hải Châu
1857,3990000,42,Hòa Xuân,Cẩm Lệ
1858,1710000,30,An Khê,Thanh Khê
1859,2000000,18,Thọ Quang,Sơn Trà
1860,2480000,40,Hòa Xuân,Cẩm Lệ
1861,2300000,25,Khuê Trung,Cẩm Lệ
1862,2210000,45,Thọ Quang,Sơn Trà
1863,1000000,20,Unknown W,Ngũ Hành Sơn
1864,2000000,20,Khuê Mỹ,Ngũ Hành Sơn
1865,1200000,12,Hòa Khê,Thanh Khê
1866,2800000,35,Khuê Mỹ,Ngũ Hành Sơn
1867,1800000,30,Hòa Minh,Liên Chiểu
1868,1700000,25,Hòa Minh,Liên Chiểu
1869,1300000,20,Hòa Khánh Bắc,Liên Chiểu
1870,3000000,30,Unknown W,Ngũ Hành Sơn
1871,2000000,40,Hòa Phát,Cẩm Lệ
1872,5000000,50,Chính Gián,Thanh Khê
1873,1300000,24,Hòa Hiệp Nam,Liên Chiểu
1874,992000,16,Hòa Thuận Tây,Hải Châu
1875,2000000,20,Thuận Phước,Hải Châu
1876,1500000,20,Khuê Mỹ,Ngũ Hành Sơn
1877,900000,20,Hòa Khánh Nam,Liên Chiểu
1878,5120000,40,Mỹ An,Ngũ Hành Sơn
1879,1510000,35,Hòa Xuân,Cẩm Lệ
1880,1800000,20,Hòa Thọ Đông,Cẩm Lệ
1881,3100000,18,Hòa Cường Nam,Hải Châu
1882,4800000,35,Hải Châu I,Hải Châu
1883,3100000,25,Hòa Cường Nam,Hải Châu
1884,2200000,25,Unknown W,Ngũ Hành Sơn
1885,1490000,18,Hòa An,Cẩm Lệ
1886,3000000,40,Thạc Gián,Thanh Khê
1887,2500000,20,Hải Châu I,Hải Châu
1888,2210000,21,Hải Châu I,Hải Châu
1889,1700000,25,Hòa Minh,Liên Chiểu
1890,705000,15,Hòa Khánh Nam,Liên Chiểu
1891,1500000,15,Hòa Minh,Liên Chiểu
1892,2480000,40,Hòa Cường Bắc,Hải Châu
1893,800000,16,Hòa Hiệp Bắc,Liên Chiểu
1894,3000000,25,Thanh Khê Tây,Thanh Khê
1895,798000,19,Hòa Thọ Tây,Cẩm Lệ
1896,4800000,40,Unknown W,Hải Châu
1897,1600000,21,Hòa Khánh Bắc,Liên Chiểu
1898,3500000,28,An Hải Đông,Sơn Trà
1899,3190000,35,Hòa Cường Nam,Hải Châu
1900,3100000,25,Hòa Cường Bắc,Hải Châu
1901,3000000,25,Thuận Phước,Hải Châu
1902,3100000,20,Hòa Cường Nam,Hải Châu
1903,3080000,40,Hòa Cường Bắc,Hải Châu
1904,3200000,25,Hòa Cường Bắc,Hải Châu
1905,2000000,15,An Hải Bắc,Sơn Trà
1906,3200000,20,Hòa Cường Nam,Hải Châu
1907,2810000,24,An Hải Đông,Sơn Trà
1908,2510000,22,Khuê Mỹ,Ngũ Hành Sơn
1909,3000000,25,Hòa Cường Nam,Hải Châu
1910,2610000,30,Vĩnh Trung,Thanh Khê
1911,5100000,50,Mỹ An,Ngũ Hành Sơn
1912,3010000,35,Vĩnh Trung,Thanh Khê
1913,3290000,35,Hải Châu II,Hải Châu
1914,990000,30,Hải Châu II,Hải Châu
1915,1300000,10,Hòa An,Cẩm Lệ
1916,2490000,30,Chính Gián,Thanh Khê
1917,92000,23,Hòa Cường Bắc,Hải Châu
1918,2000000,25,Hòa Minh,Liên Chiểu
1919,1800000,22,Hòa An,Cẩm Lệ
1920,4000000,20,Hòa Cường Nam,Hải Châu
1921,3500000,24,Thuận Phước,Hải Châu
1922,1600000,25,Hòa Khánh Nam,Liên Chiểu
1923,2310000,30,Hòa Khê,Thanh Khê
1924,2000000,20,Hòa Xuân,Cẩm Lệ
1925,3000000,30,Hòa Minh,Liên Chiểu
1926,1400000,20,An Hải Bắc,Sơn Trà
1927,3000000,30,Phước Mỹ,Sơn Trà
1928,5500000,50,Hòa Cường Nam,Hải Châu
1929,1290000,30,Thuận Phước,Hải Châu
1930,1590000,30,Thọ Quang,Sơn Trà
1931,1600000,25,An Hải Bắc,Sơn Trà
1932,1500000,30,Mân Thái,Sơn Trà
1933,1600000,18,Thọ Quang,Sơn Trà
1934,360000,60,An Khê,Thanh Khê
1935,1400000,15,Khuê Trung,Cẩm Lệ
1936,1800000,15,Hòa Cường Nam,Hải Châu
1937,1000000,13,Hòa Khánh Nam,Liên Chiểu
1938,1000000,10,Xuân Hà,Thanh Khê
1939,2000000,20,Hải Châu I,Hải Châu
1940,1500000,25,Hòa Thuận Tây,Hải Châu
1941,2300000,16,Hòa Cường Nam,Hải Châu
1942,2000000,16,Hòa Khê,Thanh Khê
1943,1100000,25,Hòa Phát,Cẩm Lệ
1944,4560000,95,An Hải Đông,Sơn Trà
1945,1310000,19,Hòa Khánh Bắc,Liên Chiểu
1946,2480000,40,Hòa Xuân,Cẩm Lệ
1947,3510000,30,Tam Thuận,Thanh Khê
1948,1490000,18,Hòa Khánh Bắc,Liên Chiểu
1949,848000,16,Unknown W,Ngũ Hành Sơn
1950,996000,12,Thanh Khê Tây,Thanh Khê
1951,1500000,20,Chính Gián,Thanh Khê
1952,2500000,25,Hòa Minh,Liên Chiểu
1953,2000000,16,An Hải Đông,Sơn Trà
1954,2000000,20,Hòa Xuân,Cẩm Lệ
1955,3300000,25,Hòa Xuân,Cẩm Lệ
1956,2610000,30,An Hải Bắc,Sơn Trà
1957,3990000,30,Hải Châu I,Hải Châu
1958,3000000,15,Vĩnh Trung,Thanh Khê
1959,3700000,25,Khuê Trung,Cẩm Lệ
1960,1200000,12,Hòa Khánh Nam,Liên Chiểu
1961,2200000,25,Hòa Minh,Liên Chiểu
1962,1440000,30,Thanh Bình,Hải Châu
1963,1690000,18,Unknown W,Ngũ Hành Sơn
1964,2490000,28,Khuê Mỹ,Ngũ Hành Sơn
1965,1500000,20,Hòa An,Cẩm Lệ
1966,1500000,32,Hòa Minh,Liên Chiểu
1967,1200000,20,Unknown W,Ngũ Hành Sơn
1968,3000000,28,Hòa Thọ Đông,Cẩm Lệ
1969,1200000,20,Hòa Minh,Liên Chiểu
1970,1000000,10,Thanh Khê Tây,Thanh Khê
1971,2600000,20,Thanh Bình,Hải Châu
1972,2700000,20,Thanh Bình,Hải Châu
1973,1700000,16,Khuê Trung,Cẩm Lệ
1974,1500000,25,Unknown W,Ngũ Hành Sơn
1975,1800000,18,Hòa Cường Nam,Hải Châu
1976,2000000,18,Thanh Khê Tây,Thanh Khê
1977,1600000,18,Hòa Xuân,Cẩm Lệ
1978,1890000,35,Hòa Minh,Liên Chiểu
1979,864000,32,Khuê Trung,Cẩm Lệ
1980,2790000,30,Mỹ An,Ngũ Hành Sơn
1981,2610000,30,Khuê Mỹ,Ngũ Hành Sơn
1982,1800000,12,Thọ Quang,Sơn Trà
1983,3000000,20,Thạch Thang,Hải Châu
1984,2500000,26,Phước Mỹ,Sơn Trà
1985,700000,20,Hòa Khánh Nam,Liên Chiểu
1986,1700000,15,Hòa An,Cẩm Lệ
1987,3200000,25,An Hải Bắc,Sơn Trà
1988,3000000,30,An Hải Bắc,Sơn Trà
1989,1300000,12,Mỹ An,Ngũ Hành Sơn
1990,3010000,35,Hòa Xuân,Cẩm Lệ
1991,2490000,35,Xuân Hà,Thanh Khê
1992,3000000,30,Mỹ An,Ngũ Hành Sơn
1993,1500000,16,Hòa Xuân,Cẩm Lệ
1994,2510000,23,An Khê,Thanh Khê
1995,1400000,12,Hòa Cường Bắc,Hải Châu
1996,1600000,13,An Hải Đông,Sơn Trà
1997,2500000,20,Mân Thái,Sơn Trà
1998,1200000,25,Hòa Xuân,Cẩm Lệ
1999,1800000,20,Xuân Hà,Thanh Khê
2000,740000,20,Hòa Minh,Liên Chiểu
2001,1800000,18,Mỹ An,Ngũ Hành Sơn
2002,216000,24,Chính Gián,Thanh Khê
2003,2000000,15,Chính Gián,Thanh Khê
2004,795000,15,Thuận Phước,Hải Châu
2005,1200000,12,An Hải Bắc,Sơn Trà
2006,990000,30,An Hải Bắc,Sơn Trà
2007,3000000,50,Khuê Mỹ,Ngũ Hành Sơn
2008,2000000,20,Xuân Hà,Thanh Khê
2009,6520000,40,Khuê Mỹ,Ngũ Hành Sơn
2010,2000000,35,Hòa Xuân,Cẩm Lệ
2011,3000000,25,An Khê,Thanh Khê
2012,1800000,20,Hòa Xuân,Cẩm Lệ
2013,4800000,35,An Hải Bắc,Sơn Trà
2014,1500000,20,Hòa An,Cẩm Lệ
2015,2000000,12,Hòa Minh,Liên Chiểu
2016,2000000,25,Thọ Quang,Sơn Trà
2017,1490000,18,Thanh Khê Tây,Thanh Khê
2018,5000000,25,Khuê Trung,Cẩm Lệ
2019,900000,20,Hòa Thọ Tây,Cẩm Lệ
2020,2000000,21,Hòa Minh,Liên Chiểu
2021,2480000,40,Hòa An,Cẩm Lệ
2022,2500000,18,Mỹ An,Ngũ Hành Sơn
2023,1500000,14,Bình Thuận,Hải Châu
2024,2010000,30,Hòa Xuân,Cẩm Lệ
2025,2010000,30,Hòa Xuân,Cẩm Lệ
2026,2000000,25,Khuê Trung,Cẩm Lệ
2027,3000000,30,Bình Thuận,Hải Châu
2028,1000000,10,Hòa Minh,Liên Chiểu
2029,2100000,21,Hòa Minh,Liên Chiểu
2030,2700000,25,Bình Thuận,Hải Châu
2031,3480000,60,Mân Thái,Sơn Trà
2032,705000,15,Hòa Minh,Liên Chiểu
2033,800000,4,Hòa Cường Bắc,Hải Châu
2034,1200000,16,Hòa Khánh Bắc,Liên Chiểu
2035,900000,5,Hòa Cường Bắc,Hải Châu
2036,3000000,30,Hòa Khánh Nam,Liên Chiểu
2037,1110000,30,Hòa Khánh Bắc,Liên Chiểu
2038,800000,20,Hòa Khánh Bắc,Liên Chiểu
2039,2010000,30,Hòa Khánh Bắc,Liên Chiểu
2040,2500000,20,An Hải Bắc,Sơn Trà
2041,1610000,15,Hòa Cường Nam,Hải Châu
2042,2990000,22,An Khê,Thanh Khê
2043,3000000,50,Thọ Quang,Sơn Trà
2044,3000000,25,Mỹ An,Ngũ Hành Sơn
2045,1600000,20,An Hải Bắc,Sơn Trà
2046,1200000,20,Hòa Thọ Đông,Cẩm Lệ
2047,2200000,20,Hòa Thuận Đông,Hải Châu
2048,1000000,15,Hòa Khánh Bắc,Liên Chiểu
2049,3480000,40,Hòa Xuân,Cẩm Lệ
2050,5000000,40,An Hải Tây,Sơn Trà
2051,1800000,30,Hòa Xuân,Cẩm Lệ
2052,1800000,18,Hòa Thuận Đông,Hải Châu
2053,1600000,25,Tam Thuận,Thanh Khê
2054,2010000,30,An Khê,Thanh Khê
2055,1600000,25,Hòa Minh,Liên Chiểu
2056,2000000,15,Chính Gián,Thanh Khê
2057,2500000,25,Hòa Minh,Liên Chiểu
2058,2490000,30,An Hải Bắc,Sơn Trà
2059,3200000,25,Hòa Thọ Đông,Cẩm Lệ
2060,3000000,25,Hòa Thuận Đông,Hải Châu
2061,5920000,160,Xuân Hà,Thanh Khê
2062,1200000,20,Mỹ An,Ngũ Hành Sơn
2063,3500000,25,Phước Mỹ,Sơn Trà
2064,600000,10,Hòa Thọ Tây,Cẩm Lệ
2065,2000000,25,Xuân Hà,Thanh Khê
2066,2700000,37,Thanh Bình,Hải Châu
2067,2400000,20,Hòa An,Cẩm Lệ
2068,2400000,20,Hòa An,Cẩm Lệ
2069,4500000,45,Hòa Minh,Liên Chiểu
2070,1500000,22,Hòa Minh,Liên Chiểu
2071,320000,40,Hòa Thuận Tây,Hải Châu
2072,900000,15,Hòa Khánh Bắc,Liên Chiểu
2073,1800000,20,Vĩnh Trung,Thanh Khê
2074,1200000,16,An Hải Bắc,Sơn Trà
2075,2200000,40,Khuê Trung,Cẩm Lệ
2076,2000000,15,Hòa Thuận Tây,Hải Châu
2077,5000000,40,An Hải Bắc,Sơn Trà
2078,900000,20,Hòa Thọ Đông,Cẩm Lệ
2079,1400000,20,Hòa Hiệp Nam,Liên Chiểu
2080,3500000,15,Hòa Khánh Bắc,Liên Chiểu
2081,740000,20,Mỹ An,Ngũ Hành Sơn
2082,3000000,50,Thạch Thang,Hải Châu
2083,2490000,30,Mân Thái,Sơn Trà
2084,1500000,20,Tân Chính,Thanh Khê
2085,2490000,30,Hòa Xuân,Cẩm Lệ
2086,4510000,35,Mỹ An,Ngũ Hành Sơn
2087,1800000,20,Hòa Minh,Liên Chiểu
2088,600000,12,Hòa Khánh Bắc,Liên Chiểu
2089,1190000,27,Hòa Khánh Bắc,Liên Chiểu
2090,1690000,19,Phước Mỹ,Sơn Trà
2091,1300000,20,Hòa Thọ Đông,Cẩm Lệ
2092,7480000,55,Hòa Thuận Đông,Hải Châu
2093,6000000,50,An Hải Bắc,Sơn Trà
2094,7020000,60,An Hải Bắc,Sơn Trà
2095,6510000,35,An Hải Bắc,Sơn Trà
2096,2000000,26,Hải Châu I,Hải Châu
2097,1300000,19,Hòa Khánh Bắc,Liên Chiểu
2098,2000000,18,Thuận Phước,Hải Châu
2099,2000000,20,Thanh Bình,Hải Châu
2100,1500000,20,Hòa Minh,Liên Chiểu
2101,1500000,14,Thanh Bình,Hải Châu
2102,2500000,45,Hòa Khánh Bắc,Liên Chiểu
2103,2000000,25,Unknown W,Liên Chiểu
2104,2000000,30,Mỹ An,Ngũ Hành Sơn
2105,1200000,17,Unknown W,Liên Chiểu
2106,2300000,25,Xuân Hà,Thanh Khê
2107,1500000,20,Unknown W,Ngũ Hành Sơn
2108,2300000,24,Hòa Thọ Đông,Cẩm Lệ
2109,2500000,30,Hòa Xuân,Cẩm Lệ
2110,2560000,25,Mỹ An,Ngũ Hành Sơn
2111,2000000,30,Mỹ An,Ngũ Hành Sơn
2112,2000000,30,Mỹ An,Ngũ Hành Sơn
2113,1300000,13,Mỹ An,Ngũ Hành Sơn
2114,1800000,15,Nại Hiên Đông,Sơn Trà
2115,1500000,16,Hòa Thuận Đông,Hải Châu
2116,1700000,20,Hòa Cường Bắc,Hải Châu
2117,3150000,35,Xuân Hà,Thanh Khê
2118,2000000,24,Hòa An,Cẩm Lệ
2119,2000000,30,Hòa Xuân,Cẩm Lệ
2120,3000000,35,Thạch Thang,Hải Châu
